id_magasin,date,chiffre_affaire
4,2020-01-01,2955.02
4,2020-02-01,9606.7
4,2020-03-01,11587.98
4,2020-04-01,21445.53
4,2020-05-01,13246.55
4,2020-06-01,3769.34
4,2020-07-01,2116.54
4,2020-08-01,11949.57
4,2020-09-01,0.0
4,2020-10-01,21138.81
4,2020-11-01,14625.23
4,2020-12-01,6121.66
4,2021-01-01,0.0
4,2021-02-01,18755.69
4,2021-03-01,8679.46
4,2021-04-01,17919.74
4,2021-05-01,0.0
4,2021-06-01,3825.67
4,2021-07-01,7934.4
4,2021-08-01,9342.15
4,2021-09-01,6114.7
4,2021-10-01,13490.14
4,2021-11-01,1152.82
4,2021-12-01,9117.93
4,2022-01-01,9074.1
4,2022-02-01,13314.46
4,2022-03-01,15708.61
4,2022-04-01,945.95
4,2022-05-01,0.0
4,2022-06-01,15570.49
4,2022-07-01,10478.08
4,2022-08-01,3784.42
4,2022-09-01,22431.63
4,2022-10-01,10305.38
4,2022-11-01,16086.81
4,2022-12-01,11362.28
4,2023-01-01,22920.31
4,2023-02-01,23709.13
4,2023-03-01,8380.67
4,2023-04-01,17525.97
4,2023-05-01,13121.69
4,2023-06-01,16863.99
4,2023-07-01,1973.58
4,2023-08-01,15273.51
4,2023-09-01,19326.13
4,2023-10-01,0.0
4,2023-11-01,462.05
4,2023-12-01,0.0
5,2020-01-01,8011.45
5,2020-02-01,18317.82
5,2020-03-01,27193.29
5,2020-04-01,12327.32
5,2020-05-01,23518.29
5,2020-06-01,0.0
5,2020-07-01,0.0
5,2020-08-01,11120.35
5,2020-09-01,16144.57
5,2020-10-01,11333.11
5,2020-11-01,0.0
5,2020-12-01,12351.76
5,2021-01-01,0.0
5,2021-02-01,18765.76
5,2021-03-01,16770.59
5,2021-04-01,3031.58
5,2021-05-01,6314.92
5,2021-06-01,1522.48
5,2021-07-01,10185.43
5,2021-08-01,21556.37
5,2021-09-01,2741.58
5,2021-10-01,17146.68
5,2021-11-01,6174.31
5,2021-12-01,5107.02
5,2022-01-01,10271.87
5,2022-02-01,2199.33
5,2022-03-01,7567.94
5,2022-04-01,533.78
5,2022-05-01,28890.73
5,2022-06-01,10744.8
5,2022-07-01,4945.32
5,2022-08-01,14992.62
5,2022-09-01,12364.22
5,2022-10-01,10538.3
5,2022-11-01,16753.27
5,2022-12-01,23495.87
5,2023-01-01,6760.05
5,2023-02-01,7218.13
5,2023-03-01,11077.36
5,2023-04-01,0.0
5,2023-05-01,0.0
5,2023-06-01,22871.48
5,2023-07-01,27199.67
5,2023-08-01,10716.82
5,2023-09-01,20753.34
5,2023-10-01,16715.52
5,2023-11-01,40672.0
5,2023-12-01,28994.12
1,2020-01-01,11579.89
1,2020-02-01,3462.84
1,2020-03-01,0.0
1,2020-04-01,17092.73
1,2020-05-01,5094.46
1,2020-06-01,0.0
1,2020-07-01,6227.37
1,2020-08-01,1981.0
1,2020-09-01,36655.53
1,2020-10-01,25068.08
1,2020-11-01,12817.72
1,2020-12-01,36690.45
1,2021-01-01,14383.36
1,2021-02-01,4799.86
1,2021-03-01,36339.02
1,2021-04-01,22089.46
1,2021-05-01,2305.4
1,2021-06-01,10681.39
1,2021-07-01,4056.8
1,2021-08-01,0.0
1,2021-09-01,28516.63
1,2021-10-01,39012.48
1,2021-11-01,0.0
1,2021-12-01,25584.62
1,2022-01-01,6803.91
1,2022-02-01,9868.55
1,2022-03-01,9027.62
1,2022-04-01,4993.42
1,2022-05-01,14740.82
1,2022-06-01,4425.17
1,2022-07-01,17260.23
1,2022-08-01,15520.12
1,2022-09-01,13879.72
1,2022-10-01,4429.76
1,2022-11-01,7642.49
1,2022-12-01,29647.7
1,2023-01-01,20779.89
1,2023-02-01,3684.54
1,2023-03-01,19365.62
1,2023-04-01,27066.76
1,2023-05-01,0.0
1,2023-06-01,19798.7
1,2023-07-01,6970.98
1,2023-08-01,24621.78
1,2023-09-01,6985.7
1,2023-10-01,0.0
1,2023-11-01,0.0
1,2023-12-01,20063.2
2,2020-01-01,11685.25
2,2020-02-01,3048.93
2,2020-03-01,17677.23
2,2020-04-01,0.0
2,2020-05-01,9163.54
2,2020-06-01,280.68
2,2020-07-01,4629.79
2,2020-08-01,11443.06
2,2020-09-01,3646.53
2,2020-10-01,7633.22
2,2020-11-01,17463.71
2,2020-12-01,6784.93
2,2021-01-01,16950.42
2,2021-02-01,1114.03
2,2021-03-01,17491.92
2,2021-04-01,24926.62
2,2021-05-01,0.0
2,2021-06-01,3425.47
2,2021-07-01,14848.62
2,2021-08-01,9695.85
2,2021-09-01,15932.62
2,2021-10-01,5982.74
2,2021-11-01,10862.47
2,2021-12-01,11582.31
2,2022-01-01,20585.0
2,2022-02-01,14595.89
2,2022-03-01,16345.96
2,2022-04-01,8131.47
2,2022-05-01,6491.02
2,2022-06-01,6474.14
2,2022-07-01,14000.87
2,2022-08-01,8043.11
2,2022-09-01,15853.52
2,2022-10-01,32263.04
2,2022-11-01,18059.26
2,2022-12-01,10245.05
2,2023-01-01,21818.26
2,2023-02-01,8539.64
2,2023-03-01,0.0
2,2023-04-01,2453.73
2,2023-05-01,0.0
2,2023-06-01,7439.47
2,2023-07-01,11290.19
2,2023-08-01,29682.85
2,2023-09-01,16974.05
2,2023-10-01,10456.41
2,2023-11-01,18508.79
2,2023-12-01,0.0
3,2020-01-01,13415.1
3,2020-02-01,20794.7
3,2020-03-01,0.0
3,2020-04-01,24631.73
3,2020-05-01,14344.12
3,2020-06-01,7011.58
3,2020-07-01,17001.52
3,2020-08-01,36227.93
3,2020-09-01,15635.98
3,2020-10-01,15416.69
3,2020-11-01,7139.47
3,2020-12-01,4705.83
3,2021-01-01,19724.7
3,2021-02-01,4256.07
3,2021-03-01,15153.08
3,2021-04-01,8344.78
3,2021-05-01,16393.32
3,2021-06-01,13967.9
3,2021-07-01,21689.31
3,2021-08-01,7995.15
3,2021-09-01,11238.11
3,2021-10-01,2930.57
3,2021-11-01,7639.31
3,2021-12-01,20093.91
3,2022-01-01,19935.42
3,2022-02-01,3710.76
3,2022-03-01,25460.71
3,2022-04-01,29493.21
3,2022-05-01,16522.9
3,2022-06-01,28891.59
3,2022-07-01,4730.2
3,2022-08-01,60.5
3,2022-09-01,0.0
3,2022-10-01,31082.48
3,2022-11-01,18916.06
3,2022-12-01,15450.96
3,2023-01-01,15887.96
3,2023-02-01,1473.4
3,2023-03-01,46411.25
3,2023-04-01,16321.01
3,2023-05-01,14116.64
3,2023-06-01,19085.91
3,2023-07-01,17975.67
3,2023-08-01,17441.21
3,2023-09-01,5770.72
3,2023-10-01,20371.0
3,2023-11-01,32524.51
3,2023-12-01,35100.46
4,2020-01-01,17115.98
4,2020-02-01,5068.06
4,2020-03-01,1895.68
4,2020-04-01,7712.1
4,2020-05-01,7860.46
4,2020-06-01,13127.47
4,2020-07-01,0.0
4,2020-08-01,19067.72
4,2020-09-01,7949.7
4,2020-10-01,5646.6
4,2020-11-01,1432.13
4,2020-12-01,0.0
4,2021-01-01,13104.51
4,2021-02-01,9531.86
4,2021-03-01,0.0
4,2021-04-01,0.0
4,2021-05-01,5778.75
4,2021-06-01,17163.85
4,2021-07-01,6260.37
4,2021-08-01,0.0
4,2021-09-01,7676.54
4,2021-10-01,7039.32
4,2021-11-01,0.0
4,2021-12-01,9843.04
4,2022-01-01,6748.25
4,2022-02-01,14686.07
4,2022-03-01,24816.44
4,2022-04-01,17933.56
4,2022-05-01,6496.92
4,2022-06-01,883.8
4,2022-07-01,25318.29
4,2022-08-01,9879.36
4,2022-09-01,10121.55
4,2022-10-01,9250.45
4,2022-11-01,9589.22
4,2022-12-01,9535.04
4,2023-01-01,4682.29
4,2023-02-01,5547.08
4,2023-03-01,10190.79
4,2023-04-01,5574.17
4,2023-05-01,3718.72
4,2023-06-01,8735.41
4,2023-07-01,6888.54
4,2023-08-01,21726.25
4,2023-09-01,0.0
4,2023-10-01,18472.15
4,2023-11-01,17280.4
4,2023-12-01,0.0
5,2020-01-01,7412.74
5,2020-02-01,8179.39
5,2020-03-01,0.0
5,2020-04-01,4396.03
5,2020-05-01,1139.1
5,2020-06-01,22817.26
5,2020-07-01,17856.99
5,2020-08-01,23475.68
5,2020-09-01,19480.12
5,2020-10-01,1126.03
5,2020-11-01,5927.17
5,2020-12-01,18506.95
5,2021-01-01,239.1
5,2021-02-01,19189.29
5,2021-03-01,10474.36
5,2021-04-01,8555.31
5,2021-05-01,16822.1
5,2021-06-01,13520.22
5,2021-07-01,7626.58
5,2021-08-01,23552.4
5,2021-09-01,1752.55
5,2021-10-01,18240.45
5,2021-11-01,15811.04
5,2021-12-01,10506.75
5,2022-01-01,14164.71
5,2022-02-01,0.0
5,2022-03-01,23627.33
5,2022-04-01,10907.67
5,2022-05-01,6536.04
5,2022-06-01,19219.72
5,2022-07-01,4903.81
5,2022-08-01,0.0
5,2022-09-01,0.0
5,2022-10-01,19007.4
5,2022-11-01,0.0
5,2022-12-01,35168.11
5,2023-01-01,0.0
5,2023-02-01,31546.24
5,2023-03-01,16600.08
5,2023-04-01,12347.67
5,2023-05-01,6624.59
5,2023-06-01,14413.45
5,2023-07-01,11390.78
5,2023-08-01,25195.63
5,2023-09-01,15500.35
5,2023-10-01,14992.33
5,2023-11-01,8328.06
5,2023-12-01,14598.21
